ID,alcohol,amphet,benzos,cannabis,coke,crack,ecstasy,heroin,ketamine,legalhigh,LSD,meth,mushrooms,nicotine
73,2,1,0,1,0,0,0,0,0,0,0,0,0,1
930,2,1,1,2,0,0,1,0,0,1,0,0,1,2
819,2,1,2,2,1,1,1,1,1,1,1,1,1,1
1630,1,0,1,1,0,0,0,0,0,0,1,0,0,1
78,1,1,0,1,1,0,1,0,0,0,1,0,0,2
952,1,1,0,2,1,0,1,0,0,1,1,0,1,1
1060,2,0,0,2,0,0,1,0,0,2,2,1,0,1
46,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,2,0,0,1,0,0,0,0,0,0,0,0,0,2
527,2,1,2,2,1,1,1,0,0,0,1,2,1,0
233,2,1,0,0,0,0,1,0,0,0,1,0,0,0
648,2,0,1,2,2,0,2,0,0,2,0,1,1,2
1803,2,1,1,2,0,0,1,0,0,0,1,0,1,2
537,2,2,2,1,2,0,1,1,1,0,1,1,1,2
1427,2,0,1,1,0,0,0,0,1,1,0,0,0,1
607,2,1,1,2,1,1,0,1,0,0,1,0,1,0
1142,2,1,1,2,0,0,1,0,0,0,0,0,0,2
1228,2,1,1,2,1,1,1,0,1,1,1,1,1,1
61,2,0,1,0,0,0,0,0,0,0,0,0,0,1
1778,1,2,2,1,1,1,1,1,1,2,1,1,1,2
93,2,0,0,1,0,0,0,0,0,0,0,0,0,1
670,2,0,2,2,2,0,1,0,0,1,0,0,0,1
281,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1051,2,1,1,2,1,0,2,0,1,1,1,0,1,2
363,2,2,2,1,1,1,1,1,1,0,1,1,1,2
1534,2,0,0,1,0,0,0,0,0,1,0,0,0,1
1106,2,0,0,2,0,0,2,0,0,0,0,0,0,0
854,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1296,2,1,1,2,0,1,0,0,0,1,0,2,2,1
111,2,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2,0,2,1,2,0,2,0,1,1,0,0,0,1
126,2,0,0,0,0,0,0,0,0,0,0,0,0,1
205,2,1,1,1,1,0,1,0,1,0,1,0,1,2
53,2,0,0,0,0,0,0,0,0,0,0,0,0,1
549,2,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2,1,0,1,1,0,1,0,1,1,1,0,1,1
1073,2,0,0,1,1,0,1,0,0,1,0,0,0,2
1464,2,0,0,2,0,0,0,0,0,0,2,0,2,0
184,2,1,0,0,2,0,1,0,1,1,0,0,0,2
138,2,0,0,0,0,0,0,0,0,0,0,0,0,2
907,1,1,2,2,2,0,2,2,0,1,2,2,1,1
803,2,2,1,2,0,0,1,0,0,2,0,0,0,2
133,2,0,0,0,0,0,0,0,0,0,0,0,0,2
81,2,0,1,1,1,0,0,0,0,0,0,0,0,0
1560,2,0,0,1,0,0,0,0,0,0,0,0,0,1
545,2,0,0,0,1,0,1,0,0,0,0,0,0,2
1880,2,0,0,2,2,0,1,0,1,2,1,0,2,1
993,1,1,1,2,1,0,1,1,0,0,1,0,1,2
166,2,0,0,1,0,0,0,0,0,0,0,0,1,0
249,2,0,0,0,0,0,0,0,0,0,0,0,0,0
450,2,1,0,1,1,0,2,0,2,1,1,1,1,0
1085,2,0,0,0,2,0,0,0,0,0,0,0,0,0
865,0,0,0,2,0,0,0,0,0,1,2,1,1,2
1144,2,1,2,2,0,0,0,0,0,2,0,0,0,2
98,2,1,1,1,1,0,0,0,0,0,0,0,0,1
1862,2,1,0,2,0,0,1,0,1,0,2,2,2,2
743,2,1,1,1,0,0,0,0,0,0,1,0,1,1
1184,2,1,1,2,1,0,1,0,2,2,2,1,2,2
103,2,1,2,1,2,1,1,1,1,1,1,0,1,1
438,2,1,1,2,1,2,1,1,0,0,1,1,0,1
75,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1694,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,1,1,1,2,0,0,1,0,0,1,1,0,1,2
926,1,0,1,1,1,1,1,1,1,2,0,2,1,2
1621,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1583,2,0,1,0,0,0,0,0,0,0,0,0,0,1
1536,2,1,0,2,1,0,2,0,1,1,1,0,1,2
769,2,2,2,2,1,0,0,0,0,0,0,0,1,2
999,1,2,0,2,0,0,1,0,0,1,1,0,1,2
392,1,0,1,1,1,0,0,0,0,0,0,1,0,2
236,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1646,2,1,1,1,0,0,0,0,0,0,0,0,0,1
268,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,2,1,0,1,1,0,1,0,1,1,0,0,0,1
118,2,1,1,1,1,0,1,1,1,1,1,0,1,2
1522,2,2,2,2,1,0,2,0,1,2,2,1,2,2
678,2,1,0,1,1,0,0,0,0,0,0,0,0,1
250,2,0,0,0,0,0,0,0,0,0,0,0,0,2
1371,2,1,1,2,1,1,1,1,0,1,1,2,1,2
1883,2,1,1,2,0,0,2,1,0,2,2,2,0,2
95,2,0,1,1,0,0,0,0,0,0,0,0,0,1
34,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2,0,0,2,0,0,1,0,0,1,2,0,2,1
1581,2,0,0,0,0,0,0,0,0,0,0,0,0,1
452,2,0,0,1,0,0,0,0,0,0,0,0,0,1
721,2,2,2,2,1,0,1,1,1,1,1,0,1,2
1192,2,0,0,2,1,0,1,0,0,1,1,0,0,1
1436,2,1,0,1,1,0,0,0,0,0,1,0,0,2
1,2,1,1,0,0,0,0,0,0,0,0,0,0,1
1294,2,1,2,2,2,0,2,0,1,1,2,0,2,2
1111,2,2,2,2,2,0,2,0,2,1,1,0,0,2
83,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,1,0,1,1,0,0,1,0,0,2,0,1,1,1
681,2,2,1,1,1,1,2,1,1,1,1,1,1,0
1370,2,0,2,2,2,1,2,1,2,1,2,2,2,2
1056,2,1,2,2,1,0,2,0,2,1,2,0,1,2
777,1,2,2,2,1,1,1,1,0,0,1,2,1,2
1148,2,2,1,1,1,0,2,0,0,0,1,0,1,0
1207,2,0,0,2,0,0,0,0,0,1,0,0,0,2
1875,2,1,1,2,1,1,1,2,1,2,1,1,0,2
1407,2,0,0,1,0,0,0,0,0,0,0,0,0,1
408,1,1,0,2,1,0,1,0,0,1,0,0,1,2
1634,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,2,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2,0,0,2,1,0,1,0,0,0,0,0,1,2
693,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1652,2,1,1,1,1,1,0,0,0,0,1,0,1,2
833,2,0,0,1,0,0,0,0,0,1,0,0,0,2
63,2,0,0,0,0,0,0,0,0,0,0,0,0,2
859,2,2,1,2,2,0,1,1,1,0,1,2,1,2
1273,2,0,0,0,0,0,0,0,0,0,0,0,0,1
224,1,0,0,0,0,0,0,0,0,0,0,0,0,1
146,2,0,1,1,0,0,0,0,0,0,0,0,0,1
1098,2,0,0,1,0,0,0,0,0,0,0,0,0,1
377,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1338,2,0,0,0,0,0,0,0,0,1,0,0,0,0
1726,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,2,0,0,2,0,0,0,0,0,0,0,0,0,2
1797,1,2,1,2,1,1,1,0,0,0,1,0,1,2
1198,2,1,0,2,1,0,1,0,0,1,0,0,1,2
10,2,1,1,1,0,0,0,0,0,0,0,0,0,2
453,2,0,0,1,1,0,0,0,0,0,0,0,0,1
713,2,1,1,1,1,0,1,0,0,1,1,0,0,0
256,2,1,0,1,0,0,0,0,0,0,0,0,0,1
890,2,0,0,2,1,0,2,0,0,1,1,0,1,1
393,2,0,0,1,0,0,0,0,0,0,0,0,0,0
916,2,0,0,2,0,0,2,0,0,0,2,0,0,2
932,1,1,0,2,1,0,1,0,1,0,1,0,0,1
1691,1,0,0,1,0,0,0,0,0,1,0,0,0,2
1632,2,0,0,1,0,0,0,0,0,0,0,0,0,2
464,2,1,0,1,1,0,0,0,0,1,1,0,1,1
1244,2,0,0,1,0,0,0,0,0,0,0,0,1,0
967,2,1,2,2,2,0,2,0,1,1,1,0,1,2
505,1,0,2,2,1,1,0,0,0,2,1,2,1,1
745,1,0,0,2,0,0,0,0,0,1,0,2,0,0
1746,2,0,2,0,0,0,0,0,0,0,0,0,0,2
876,2,2,2,1,2,0,0,0,0,0,0,2,1,2
736,2,1,1,2,2,0,2,1,1,1,2,1,1,2
543,2,0,0,0,0,0,0,0,0,0,0,0,0,0
702,1,1,1,2,0,0,0,0,0,0,0,1,1,2
1310,2,1,1,1,0,0,0,0,0,0,0,0,0,1
1295,2,0,0,2,0,0,1,0,0,0,2,1,1,1
1155,2,1,1,2,0,0,0,0,0,1,1,1,0,2
1041,2,1,2,2,2,0,1,0,0,2,0,2,0,2
376,2,0,0,0,0,0,0,0,0,0,0,0,0,0
671,2,0,0,2,1,0,0,0,0,1,0,0,0,2
1444,2,1,1,1,1,0,1,0,0,0,0,0,0,1
361,2,1,1,1,1,1,1,1,1,0,1,1,0,1
977,1,0,0,1,0,0,1,0,0,1,1,0,0,1
790,1,0,0,2,0,0,0,0,0,1,0,0,0,0
740,2,1,0,2,1,0,2,0,0,1,2,0,2,2
1045,2,0,0,1,1,0,0,0,0,0,0,0,0,0
980,2,1,2,2,1,1,0,0,0,0,1,0,1,2
1443,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,2,1,1,1,1,1,1,1,1,1,1,0,1,2
1442,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1604,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1625,2,1,1,1,1,1,1,0,1,0,1,1,1,1
893,2,2,2,2,2,1,2,1,2,0,1,1,2,2
80,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1183,2,1,1,2,2,0,0,0,0,0,1,1,1,1
821,1,0,0,2,0,0,1,0,0,0,2,0,2,2
1211,2,2,2,1,1,0,2,0,0,1,1,0,0,0
676,1,1,0,2,1,0,1,0,1,1,1,0,1,2
1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1,0,0,0,0,0,0,0,0,0,0,0,0,0
134,2,0,1,1,0,0,0,0,0,0,0,0,0,2
1150,2,2,2,2,2,1,2,1,1,1,1,1,1,2
941,2,0,0,2,0,0,0,0,0,2,2,0,1,1
1595,2,0,0,0,0,0,0,0,0,0,0,0,0,0
830,2,1,0,1,0,0,2,0,0,0,2,0,0,0
508,2,1,1,1,1,0,0,0,0,1,0,0,1,1
1677,1,0,1,0,0,0,0,0,0,0,0,2,0,0
351,2,1,1,1,1,0,1,0,0,0,1,0,1,2
390,1,0,0,1,0,0,0,0,0,0,0,1,0,2
1034,2,1,0,2,1,0,0,0,0,1,1,0,1,1
902,2,2,2,2,2,2,2,2,2,2,1,2,1,2
835,2,2,2,1,1,0,0,0,0,0,1,0,1,1
1786,2,0,0,1,0,0,0,0,0,0,0,0,0,2
479,2,0,2,1,1,0,0,0,0,0,0,0,0,2
1390,2,1,1,2,2,0,1,0,1,2,1,1,1,2
1315,2,1,1,2,1,0,1,0,0,0,1,0,1,2
656,2,0,1,2,0,1,1,0,1,1,1,0,1,2
173,2,0,0,1,0,0,0,0,0,0,1,0,1,2
1159,2,2,0,2,1,0,2,0,1,2,0,0,0,2
39,2,1,0,1,0,0,0,0,0,0,0,0,1,1
718,2,1,2,2,1,0,0,0,1,1,1,0,1,2
91,2,0,0,1,0,0,0,0,0,0,0,0,0,2
1827,2,0,1,2,1,0,0,0,0,1,1,0,1,2
1216,2,0,0,1,0,0,0,0,0,0,0,0,0,1
883,2,2,1,2,1,2,1,1,0,0,1,2,1,1
1762,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1103,2,2,0,2,0,0,0,0,0,0,0,0,0,2
1165,2,2,2,1,2,0,1,0,0,1,1,0,1,2
1282,2,0,0,2,0,0,1,0,0,1,0,0,2,1
1847,2,0,0,1,0,0,0,0,0,1,1,0,1,2
503,1,1,0,1,0,0,1,0,0,0,0,1,0,2
342,2,0,0,2,1,0,0,0,0,1,0,0,1,2
1199,0,2,0,0,0,0,0,0,0,0,0,2,0,0
29,2,0,0,1,0,0,0,0,0,0,0,0,0,0
1246,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1720,2,0,0,1,0,0,0,0,0,0,0,0,0,0
953,2,2,1,2,1,0,2,0,1,1,2,1,1,2
170,2,0,0,0,0,0,0,0,0,0,0,0,0,2
1322,2,2,0,2,1,0,2,0,0,1,0,0,0,0
1208,2,0,0,0,0,0,0,0,0,0,0,0,0,0
920,1,0,0,2,0,0,0,0,0,2,0,0,0,1
495,2,0,2,2,0,0,0,0,0,1,0,0,0,2
962,2,1,0,2,1,0,2,0,2,1,1,0,0,2
1107,2,1,1,2,1,0,2,0,1,1,2,0,2,2
1042,2,1,1,1,1,0,1,0,0,0,1,0,1,2
591,1,1,1,2,1,0,1,1,0,0,1,1,0,2
756,2,2,1,1,1,0,1,1,2,2,2,1,2,2
661,2,0,0,0,0,0,0,0,0,0,0,0,0,0
235,2,0,0,1,0,0,0,0,0,0,0,0,0,1
737,2,1,0,1,2,0,2,0,2,0,1,0,0,2
1682,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1166,2,0,2,2,0,0,0,0,0,2,0,2,1,1
1389,2,2,2,2,1,0,1,0,1,1,1,0,2,2
1542,2,2,0,2,2,0,0,0,0,2,1,0,2,2
942,2,1,0,2,1,0,1,0,0,1,2,1,1,2
1220,2,2,2,2,2,0,1,0,1,0,1,2,2,1
1075,2,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2,0,1,1,2,0,0,0,0,0,0,0,0,1
1459,2,0,0,1,0,0,0,0,0,0,0,0,0,1
572,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1178,2,1,2,1,1,0,1,0,0,2,0,2,0,0
1185,2,1,1,2,0,0,2,0,2,1,1,0,1,0
898,2,1,0,2,1,0,1,0,1,1,0,0,0,2
955,0,0,0,1,0,0,0,0,0,0,2,0,0,1
1058,2,2,1,2,1,0,0,0,0,2,1,1,1,1
1272,2,0,1,0,0,0,0,0,0,0,0,0,0,1
1479,2,1,1,2,1,0,2,1,0,1,1,1,1,2
1364,2,0,0,0,0,0,0,0,0,0,0,0,0,0
892,2,1,1,2,2,0,2,0,0,1,2,0,1,2
1585,2,0,0,1,0,0,0,0,0,0,0,0,0,2
857,2,2,1,2,2,2,1,2,1,0,1,2,1,2
739,2,0,1,2,0,0,2,0,1,2,2,1,2,1
722,2,1,0,2,1,0,0,0,0,0,1,0,1,1
458,2,0,0,1,0,0,0,0,0,0,0,0,0,0
265,2,0,0,1,0,0,0,0,0,0,0,0,0,0
76,2,0,0,1,0,0,0,0,0,0,0,0,0,0
1571,2,0,0,1,0,0,0,0,0,0,0,0,0,1
448,2,1,0,1,1,0,1,0,0,1,0,0,1,2
399,2,0,0,0,0,0,0,0,0,0,0,0,0,2
177,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,2,1,1,2,2,0,2,0,0,0,0,1,0,1
1642,2,0,2,0,0,0,0,0,0,0,0,0,0,0
1319,2,1,0,1,2,0,2,0,0,1,2,0,2,2
1298,2,1,1,2,1,1,1,1,1,1,1,1,1,2
599,2,1,1,2,1,0,0,0,0,1,1,0,1,1
62,2,1,0,1,0,0,0,0,0,0,0,0,1,0
880,2,1,0,2,1,0,2,0,0,0,1,0,2,2
1408,2,0,0,2,0,0,2,0,0,1,0,0,1,2
1772,1,1,1,1,1,0,1,0,0,0,1,2,1,1
279,2,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,2,0,0,0,0,0,0,0,0,0,0,0,0,0
666,2,1,0,1,1,1,1,0,1,0,0,0,0,1
1707,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,2,0,0,1,0,0,0,0,0,0,0,0,0,1
987,2,2,2,2,1,0,1,2,0,1,2,2,1,0
1488,2,0,0,0,0,0,0,0,0,0,0,0,0,0
744,2,0,1,1,0,0,1,0,0,1,1,0,0,1
192,2,0,0,1,0,0,0,0,0,0,0,0,0,1
927,1,1,1,2,1,1,1,1,1,2,1,2,0,2
460,2,1,0,2,1,0,1,0,2,1,1,1,1,2
680,2,2,1,1,1,0,0,0,0,2,0,1,0,1
766,2,1,1,2,1,0,1,0,0,1,2,1,2,2
1708,2,0,0,1,0,0,0,0,0,0,0,0,0,2
733,2,0,0,2,1,0,1,0,0,1,0,0,0,2
416,2,0,0,1,0,0,0,0,0,0,0,0,1,1
1108,2,0,0,1,0,0,0,0,0,0,0,0,0,1
832,2,2,0,2,1,0,1,0,0,1,0,0,0,2
1674,1,1,0,2,0,0,2,0,0,2,1,0,1,2
620,2,0,0,1,0,0,0,0,0,0,0,0,0,1
115,2,1,1,2,1,0,1,1,1,0,1,0,1,2
421,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,1,1,1,1,1,0,0,0,0,0,1,2,1,0
979,2,2,1,1,2,0,2,0,0,1,1,0,1,2
608,2,0,0,2,0,0,0,0,0,0,0,0,0,1
1808,2,1,1,2,2,1,2,1,2,2,1,1,1,2
90,2,1,1,0,0,0,0,0,0,0,1,0,1,0
855,2,2,2,2,1,0,1,1,1,1,1,2,1,1
1438,1,1,1,1,1,0,1,1,0,1,0,2,1,2
1807,2,2,1,2,1,0,0,0,0,0,1,0,0,0
759,1,1,2,2,1,1,1,0,0,2,0,1,1,2
502,1,0,1,2,2,0,2,0,0,1,0,0,0,2
1287,1,0,1,2,1,0,1,1,0,0,0,2,1,2
12,2,1,0,2,1,0,1,0,0,0,1,0,1,2
400,2,0,0,2,0,0,0,0,0,0,0,0,0,2
285,1,1,1,1,1,0,1,0,0,0,0,0,1,2
1076,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1202,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,2,0,0,0,0,0,0,0,0,0,0,0,0,0
695,2,1,0,2,1,0,1,0,1,1,1,0,1,1
1833,2,0,0,2,0,0,0,0,0,0,0,0,0,1
1769,2,1,0,2,1,0,1,0,0,1,1,0,1,2
694,2,1,0,1,1,0,1,0,0,0,0,0,0,1
858,1,1,0,2,1,0,1,0,1,1,1,0,1,2
160,2,0,0,0,0,0,0,0,0,0,0,0,0,0
903,2,0,1,2,0,0,2,0,0,2,0,0,0,2
1493,2,2,2,2,0,0,2,0,0,1,2,0,1,1
258,2,1,1,1,1,0,1,0,0,1,1,0,1,2
339,2,1,1,1,1,1,1,0,0,0,1,0,1,2
1773,2,1,1,2,0,0,1,0,2,1,2,1,1,1
1049,2,0,1,2,2,0,0,0,0,2,0,0,0,2
519,1,0,1,1,0,0,0,0,0,0,0,0,0,1
1025,2,2,0,2,0,0,0,0,0,2,0,2,0,2
775,2,1,1,2,0,0,2,1,1,1,2,1,1,2
1651,2,0,0,1,0,0,0,0,0,1,0,0,1,1
768,2,1,2,2,1,0,1,1,1,2,1,1,1,2
1257,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,2,2,0,1,1,0,2,0,0,1,0,0,0,2
1812,2,2,0,2,0,0,1,0,0,2,1,0,0,1
1872,1,2,0,2,0,0,2,0,0,2,0,0,2,2
525,2,0,0,2,0,0,0,0,0,2,0,0,0,2
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0
360,1,1,1,1,1,0,1,0,1,0,1,0,1,1
1288,2,1,1,1,1,1,1,1,0,1,1,2,1,1
1325,2,0,0,2,2,0,1,0,0,1,0,1,2,2
1753,2,0,0,0,0,0,0,0,0,0,0,0,0,1
344,1,0,1,0,0,0,0,0,0,0,0,0,0,2
435,2,0,0,0,0,0,0,0,0,0,0,0,0,0
477,1,1,0,2,1,0,0,0,0,0,1,0,0,1
218,1,1,1,1,1,1,1,1,1,0,1,1,0,2
919,2,1,1,1,1,1,1,2,1,1,0,1,0,1
1238,2,0,2,2,0,0,0,0,0,0,0,2,0,0
1553,2,0,0,1,0,0,0,0,0,0,0,0,1,1
1021,1,2,0,2,1,0,0,2,0,2,0,0,0,2
1838,1,2,2,2,1,0,1,0,0,1,1,2,1,2
94,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,2,2,1,2,1,1,1,1,2,2,1,2,2,1
1080,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,2,1,0,2,1,0,0,0,0,0,0,0,1,2
1503,2,0,0,0,0,0,0,0,0,1,1,0,2,0
1320,2,1,1,1,1,1,1,0,0,1,1,1,2,2
701,2,1,1,2,1,1,1,1,0,1,1,0,1,2
1695,2,1,1,1,1,0,0,0,0,0,0,0,0,2
1006,2,1,2,2,0,1,0,0,0,2,0,2,0,2
154,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1109,2,1,1,2,1,0,2,1,1,0,1,1,1,2
1628,2,1,1,1,1,0,0,0,0,0,0,0,0,0
1886,2,2,2,2,2,0,2,0,1,0,1,0,1,2
796,1,1,0,2,2,0,2,0,0,1,2,0,2,1
584,2,0,0,0,0,0,0,0,0,0,0,0,0,0
708,2,1,0,2,1,0,2,0,1,1,0,0,0,2
1223,2,1,1,2,2,0,2,0,0,2,2,0,1,2
1306,2,0,1,2,0,0,1,0,0,0,2,0,0,1
1579,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,1,1,1,1,1,0,1,0,0,0,1,0,1,1
491,1,0,0,2,0,0,0,0,0,2,0,0,0,0
563,2,1,1,1,1,0,1,0,1,0,0,0,0,1
1151,1,2,2,2,1,0,1,1,1,0,1,0,1,2
1129,2,1,2,2,1,1,1,1,0,2,2,1,1,2
808,2,0,0,2,0,0,0,0,0,1,1,0,2,1
516,2,0,0,0,0,0,0,0,0,0,0,0,0,2
637,2,1,1,1,1,0,1,0,1,0,1,0,1,1
1668,1,0,1,1,0,0,0,0,0,1,0,0,0,1
1690,2,1,1,1,1,1,1,1,1,1,1,0,1,1
1160,1,1,1,2,1,0,0,0,0,1,1,0,1,2
797,1,2,2,2,2,1,2,2,1,2,2,1,2,2
117,2,0,0,1,0,0,0,0,0,0,0,0,0,2
746,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1850,1,1,1,2,1,0,0,0,0,1,1,0,0,2
1091,2,2,1,0,0,0,0,0,0,0,0,2,0,0
837,2,1,1,2,2,0,2,0,1,1,1,1,1,2
120,2,0,0,0,0,0,0,0,0,0,0,0,0,1
660,2,1,0,2,2,1,2,0,1,0,1,1,1,2
1798,2,0,0,1,0,0,0,0,0,1,0,0,0,2
639,2,0,0,0,0,0,0,0,0,0,0,0,0,0
373,2,0,1,1,1,0,1,0,0,0,0,0,1,2
269,2,0,0,1,0,0,0,0,0,0,0,0,0,1
659,2,0,0,1,0,0,0,0,0,0,0,0,0,2
943,2,1,1,2,2,1,2,0,2,2,2,0,2,2
829,2,1,2,1,0,0,0,0,0,0,0,0,0,2
874,2,0,1,2,1,0,0,0,0,0,1,0,1,1
47,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,2,0,2,0,0,0,0,0,0,0,0,0,0,0
1001,2,0,0,2,0,0,0,0,0,1,2,0,0,0
884,1,1,1,1,1,1,0,1,1,1,1,1,1,1
780,2,1,0,2,1,0,2,1,1,2,1,0,2,1
1230,1,0,0,2,0,0,0,0,0,1,0,0,0,1
1888,2,1,1,1,1,0,1,0,0,1,1,0,1,2
5,2,1,0,1,0,0,1,0,0,1,0,0,1,1
1013,2,2,2,2,1,1,0,1,0,2,1,2,1,2
1631,2,0,0,1,0,0,0,0,0,0,0,0,0,1
264,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1486,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,2,0,0,1,0,0,0,0,0,0,0,0,0,1
447,2,1,1,1,1,0,1,0,1,1,1,1,1,2
1012,2,0,1,2,1,0,2,0,0,1,0,0,0,2
1087,2,0,0,0,0,0,0,0,0,0,0,0,0,0
844,1,1,1,2,1,0,2,0,0,1,1,0,1,0
1693,2,0,1,1,0,0,0,0,0,0,0,0,0,1
307,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1379,1,2,2,2,2,0,1,0,0,1,2,0,2,2
1887,2,0,0,2,0,0,1,0,0,1,1,0,1,2
317,2,1,0,1,1,0,1,0,0,0,1,0,0,2
150,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1158,1,1,2,1,1,0,1,0,0,1,0,0,0,1
1224,2,1,2,2,1,1,1,0,1,1,1,2,1,2
578,2,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2,1,1,1,1,0,1,0,0,1,1,0,1,2
1469,2,0,0,1,0,0,0,0,0,0,0,0,0,2
731,2,1,0,1,0,0,1,0,0,0,1,0,1,1
840,2,0,0,2,0,0,0,0,0,0,2,0,2,0
1392,2,2,1,2,1,1,1,1,0,1,1,1,1,2
1125,2,2,1,1,1,0,1,0,2,2,0,0,1,2
1177,1,1,0,2,0,0,2,0,0,2,2,1,1,0
474,2,1,1,1,1,1,1,1,0,1,1,1,0,2
981,2,1,1,2,1,1,1,0,1,1,1,1,1,1
657,2,0,0,2,1,1,0,0,0,1,1,0,2,2
403,2,1,0,2,1,0,1,0,1,1,1,0,1,2
515,1,1,1,2,2,1,1,1,0,0,1,1,1,2
324,2,1,0,1,1,0,1,1,0,0,1,0,1,1
20,2,1,0,1,0,0,1,0,0,0,0,2,0,1
689,1,1,1,2,1,0,1,0,0,0,0,0,0,1
36,1,0,0,0,0,0,0,0,0,0,0,0,0,2
910,2,2,2,2,1,0,1,0,0,1,1,1,2,2
834,2,1,2,2,1,0,2,0,1,2,2,0,1,1
1698,2,0,1,1,0,0,0,0,0,0,0,0,0,2
411,1,1,1,2,1,0,0,0,0,0,0,1,0,2
928,2,1,0,2,0,0,1,0,0,1,2,0,2,2
541,2,0,1,0,0,0,0,0,0,0,0,0,0,0
764,2,0,1,1,1,1,1,0,0,0,0,0,1,2
1072,2,0,0,1,0,0,0,0,0,1,0,0,0,0
1210,1,1,0,1,0,1,1,0,2,2,1,0,1,1
246,2,1,0,1,0,0,0,0,0,0,0,0,0,2
1431,2,0,0,0,0,0,0,0,0,0,0,0,0,2
1137,1,1,2,2,1,1,1,1,1,1,1,2,1,2
791,2,1,1,2,0,0,1,0,1,1,1,0,1,2
1647,2,0,0,1,0,0,0,0,0,0,0,0,0,1
493,2,1,1,2,1,1,1,1,0,0,1,1,1,2
155,2,0,2,0,0,0,0,0,0,0,0,0,0,0
971,2,1,1,1,1,0,0,1,0,1,1,1,1,2
860,2,2,2,2,2,2,2,2,2,0,1,2,1,2
1324,1,1,1,1,1,1,1,1,0,1,1,1,2,1
629,2,1,1,2,1,0,2,0,0,0,0,0,1,2
690,2,1,1,1,0,0,0,0,0,0,1,0,1,1
1478,2,1,0,2,0,0,0,0,0,1,2,0,1,1
573,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,1,2,2,1,0,0,0,0,0,0,0,1,0,1
18,2,1,0,2,1,0,1,0,1,0,1,0,1,2
128,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,2,1,0,2,0,0,2,0,0,1,2,0,2,2
1290,2,1,1,2,1,0,2,0,2,2,1,0,2,2
1857,1,1,1,2,1,1,1,1,1,1,2,1,1,2
935,2,0,0,1,0,0,0,0,0,0,0,0,0,0
990,2,2,2,2,1,2,1,1,1,1,1,2,1,2
1853,2,1,0,2,2,0,2,0,1,0,0,0,1,2
191,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1149,1,1,2,1,1,1,1,0,1,2,1,1,1,2
1002,2,2,2,2,1,0,1,2,0,2,1,0,1,2
1844,2,1,1,1,1,1,1,1,1,1,1,1,1,2
